hybrid,parentB
SPGP0Q00640,XP_018222798
SPGP0Q00650,XP_018222797
SPGP0Q00660,XP_018222796
SPGP0Q00670,XP_018222795
SPGP0Q00680,XP_018222794
SPGP0Q00690,XP_018222793
SPGP0Q00700,XP_018222792
SPGP0Q00710,XP_018222791
SPGP0Q00720,XP_018222790
SPGP0Q00730,XP_018222789
SPGP0Q00740,XP_018222788
SPGP0Q00750,XP_018222787
SPGP0Q00760,XP_018222786
SPGP0Q00770,XP_018222785
SPGP0Q00790,XP_018222783
SPGP0Q00800,XP_018222782
SPGP0Q00810,XP_018222781
SPGP0Q00820,XP_018222780
SPGP0Q00830,XP_018222779
SPGP0Q00840,XP_018222778
SPGP0Q00850,XP_018222777
SPGP0Q00860,XP_018222776
SPGP0Q00870,XP_018222775
SPGP0Q00880,XP_018222774
SPGP0Q00890,XP_018222773
SPGP0Q00900,XP_018222772
SPGP0Q00910,XP_018222771
SPGP0Q00920,XP_018222770
SPGP0Q00930,XP_018222769
SPGP0Q00940,XP_018222768
SPGP0Q00950,XP_018222767
SPGP0Q00960,XP_018222766
SPGP0Q00970,XP_018222765
SPGP0Q00980,XP_018222764
SPGP0Q00990,XP_018222763
SPGP0V01790,XP_018222762
SPGP0Q01020,XP_018222761
SPGP0Q01030,XP_018222760
SPGP0Q01040,XP_018222759
SPGP0Q01050,XP_018222758
SPGP0Q01060,XP_018222756
SPGP0Q01070,XP_018222755
SPGP0Q01080,XP_018222754
SPGP0Q01090,XP_018222753
SPGP0Q01100,XP_018222752
SPGP0Q01110,XP_018222751
SPGP0Q01120,XP_018222750
SPGP0Q01130,XP_018222749
SPGP0Q01140,XP_018222748
SPGP0Q01150,XP_018222747
SPGP0Q01160,XP_018222746
SPGP0Q01170,XP_018222745
SPGP0Q01180,XP_018222744
SPGP0Q01190,XP_018222743
SPGP0Q01200,XP_018222742
SPGP0Q01210,XP_018222741
SPGP0Q01220,XP_018222740
SPGP0Q01230,XP_018222739
SPGP0Q01240,XP_018222738
SPGP0Q01250,XP_018222737
SPGP0Q01260,XP_018222736
SPGP0Q01270,XP_018222735
SPGP0AF00770,XP_018222528
SPGP0Q01290,XP_018222734
SPGP0Q01300,XP_018222733
SPGP0Q01310,XP_018222732
SPGP0Q01320,XP_018222731
SPGP0Q01330,XP_018222730
SPGP0Q01340,XP_018222729
SPGP0Q01350,XP_018222728
SPGP0Q01360,XP_018222727
SPGP0Q01370,XP_018222726
SPGP0Q01380,XP_018222725
SPGP0Q01400,XP_018222724
SPGP0Q01410,XP_018222723
SPGP0Q01420,XP_018222722
SPGP0Q01430,XP_018222721
SPGP0Q01440,XP_018222720
SPGP0Q01450,XP_018222719
SPGP0Q01460,XP_018222718
SPGP0Q01470,XP_018222717
SPGP0Q01480,XP_018222716
SPGP0Q01490,XP_018222715
SPGP0Q01500,XP_018222714
SPGP0Q01510,XP_018222713
SPGP0Q01520,XP_018222712
SPGP0Q01530,XP_018222711
SPGP0Q01540,XP_018222710
SPGP0Q01550,XP_018222709
SPGP0Q01560,XP_018222708
SPGP0Q01570,XP_018222707
SPGP0Q01580,XP_018222706
SPGP0Q01590,XP_018222705
SPGP0Q01600,XP_018222704
SPGP0Q01610,XP_018222703
SPGP0Q01620,XP_018222702
SPGP0Q01630,XP_018222701
SPGP0Q01640,XP_018222700
SPGP0Q01650,XP_018222699
SPGP0Q01660,XP_018222698
SPGP0Q01670,XP_018222697
SPGP0Q01680,XP_018222696
SPGP0Q01690,XP_018222695
SPGP0Q01700,XP_018222694
SPGP0Q01710,XP_018222693
SPGP0Q01720,XP_018222692
SPGP0Q01730,XP_018222691
SPGP0Q01740,XP_018222690
SPGP0Q01750,XP_018222689
SPGP0Q01760,XP_018222688
SPGP0Q01770,XP_018222687
SPGP0Q01780,XP_018222686
SPGP0Q01790,XP_018222685
SPGP0Q01800,XP_018222683
SPGP0Q01810,XP_018222682
SPGP0Q01820,XP_018222681
SPGP0Q01830,XP_018222680
SPGP0Q01840,XP_018222679
SPGP0Q01850,XP_018222678
SPGP0Q01860,XP_018222677
SPGP0Q01870,XP_018222676
SPGP0Q01880,XP_018222675
SPGP0Q01890,XP_018222674
SPGP0Q01900,XP_018222673
SPGP0Q01910,XP_018222672
SPGP0Q01920,XP_018222671
SPGP0Q01930,XP_018222670
SPGP0Q01940,XP_018222669
SPGP0Q01950,XP_018222668
SPGP0Q01970,XP_018222667
SPGP0Q01980,XP_018222666
SPGP0Q01990,XP_018222665
SPGP0Q02000,XP_018222664
SPGP0Q02020,XP_018222663
SPGP0Q02030,XP_018222662
SPGP0Q02040,XP_018222661
SPGP0Q02050,XP_018222660
SPGP0Q02060,XP_018222659
SPGP0Q02070,XP_018222658
SPGP0Q02080,XP_018222657
SPGP0Q02090,XP_018222656
SPGP0Q02100,XP_018222655
SPGP0Q02110,XP_018222654
SPGP0Q02120,XP_018222653
SPGP0Q02130,XP_018222652
SPGP0Q02140,XP_018222651
SPGP0Q02150,XP_018222650
SPGP0Q02160,XP_018222649
SPGP0Q02170,XP_018222648
SPGP0Q02180,XP_018222647
SPGP0Q02190,XP_018222646
SPGP0Q02200,XP_018222645
SPGP0Q02210,XP_018222644
SPGP0Q02220,XP_018222643
SPGP0Q02230,XP_018222642
SPGP0Q02240,XP_018222641
SPGP0Q02250,XP_018222640
SPGP0Q02260,XP_018222639
SPGP0Q02270,XP_018222638
SPGP0Q02280,XP_018222637
SPGP0Q02290,XP_018222636
SPGP0Q02300,XP_018222635
SPGP0Q02310,XP_018222634
SPGP0Q02320,XP_018222633
SPGP0Q02330,XP_018222632
SPGP0Q02340,XP_018222631
SPGP0Q02350,XP_018222630
SPGP0Q02360,XP_018222629
SPGP0Q02370,XP_018222628
SPGP0Q02390,XP_018222626
SPGP0Q02400,XP_018222625
SPGP0Q02410,XP_018222624
SPGP0Q02420,XP_018222623
SPGP0Q02430,XP_018222622
SPGP0Q02440,XP_018222621
SPGP0Q02450,XP_018222620
SPGP0Q02460,XP_018222619
SPGP0Q02470,XP_018222618
SPGP0Q02480,XP_018222617
SPGP0Q02490,XP_018222616
SPGP0Q02500,XP_018222615
SPGP0Q02510,XP_018222614
SPGP0Q02520,XP_018222613
SPGP0Q02530,XP_018222612
SPGP0Q02540,XP_018222611
SPGP0Q02550,XP_018222610
SPGP0Q02560,XP_018222609
SPGP0Q02570,XP_018222608
SPGP0Q02580,XP_018222607
SPGP0Q02590,XP_018222606
SPGP0Q02600,XP_018222605
SPGP0Q02610,XP_018222604
SPGP0Q02620,XP_018222603
SPGP0Q02630,XP_018222602
SPGP0Q02640,XP_018222601
SPGP0Q02670,XP_018222600
SPGP0Q02680,XP_018222599
SPGP0Q02690,XP_018222598
SPGP0F02990,XP_018220070
SPGP0Etrna41L,DI49_2066
SPGP0E01780,XP_018222316
SPGP0E01800,XP_018222314
SPGP0E01830,XP_018222311
SPGP0E01850,XP_018222309
SPGP0E01860,XP_018222308
SPGP0E01890,XP_018222305
SPGP0E01910,XP_018222303
SPGP0E01930,XP_018222301
SPGP0E01950,XP_018222299
SPGP0E02000,XP_018222294
SPGP0E02020,XP_018222292
SPGP0E02040,XP_018222290
SPGP0E02050,XP_018222289
SPGP0E02090,XP_018222285
SPGP0E02110,XP_018222283
SPGP0E02140,XP_018222280
SPGP0E02150,XP_018222279
SPGP0E02210,XP_018222274
SPGP0E02220,XP_018222273
SPGP0E02240,XP_018222271
SPGP0E02260,XP_018222269
SPGP0E02270,XP_018222268
SPGP0E02280,XP_018222267
SPGP0E02310,XP_018222264
SPGP0E02330,XP_018222262
SPGP0E02340,XP_018222261
SPGP0E02360,XP_018222259
SPGP0E02420,XP_018222253
SPGP0E02440,XP_018222251
SPGP0E02450,XP_018222250
SPGP0E02460,XP_018222249
SPGP0E02500,XP_018222246
SPGP0E02510,XP_018222245
SPGP0E02520,XP_018222244
SPGP0E02550,XP_018222241
SPGP0E02560,XP_018222240
SPGP0E02570,XP_018222239
SPGP0E02580,XP_018222238
SPGP0E02620,XP_018222234
SPGP0E02650,XP_018222231
SPGP0E02680,XP_018222227
SPGP0E02690,XP_018222226
SPGP0E02700,XP_018222225
SPGP0E02710,XP_018222224
SPGP0E02730,XP_018222223
SPGP0E02750,XP_018222221
SPGP0E02770,XP_018222219
SPGP0E02790,XP_018222216
SPGP0E02800,XP_018222215
SPGP0E02840,XP_018222211
SPGP0E02850,XP_018222210
SPGP0E02870,XP_018222208
SPGP0E02920,XP_018222203
SPGP0E02930,XP_018222202
SPGP0E02940,XP_018222201
SPGP0E02950,XP_018222200
SPGP0E02960,XP_018222199
SPGP0E02970,XP_018222198
SPGP0E02980,XP_018222197
SPGP0E03000,XP_018222195
SPGP0E03010,XP_018222194
SPGP0E03060,XP_018222190
SPGP0E03080,XP_018222188
SPGP0E03100,XP_018222186
SPGP0E03120,XP_018222184
SPGP0E03130,XP_018222183
SPGP0E03160,XP_018222180
SPGP0E03170,XP_018222179
SPGP0E03200,XP_018222176
SPGP0E03210,XP_018222175
SPGP0E03230,XP_018222173
SPGP0E03270,XP_018222170
SPGP0E03300,XP_018222167
SPGP0E03310,XP_018222166
SPGP0E03340,XP_018222163
SPGP0E03350,XP_018222162
SPGP0E03360,XP_018222161
SPGP0R01660,XP_018218842
SPGP0E03390,XP_018222159
SPGP0E03400,XP_018222158
SPGP0E03410,XP_018222157
SPGP0E03460,XP_018222152
SPGP0E03540,XP_018222145
SPGP0E03550,XP_018222144
SPGP0E03580,XP_018222141
SPGP0E03600,XP_018222139
SPGP0E03610,XP_018222138
SPGP0E03620,XP_018222137
SPGP0E03640,XP_018222135
SPGP0E03650,XP_018222134
SPGP0E03660,XP_018222133
SPGP0E03680,XP_018222131
SPGP0E03720,XP_018222127
SPGP0E03740,XP_018222125
SPGP0E03750,XP_018222124
SPGP0E03760,XP_018222123
SPGP0E03790,XP_018222120
SPGP0E03810,XP_018222118
SPGP0E03820,XP_018222117
SPGP0E03840,XP_018222115
SPGP0E03870,XP_018222112
SPGP0E03880,XP_018222111
SPGP0E03900,XP_018222109
SPGP0E03930,XP_018222106
SPGP0E03940,XP_018222105
SPGP0E03950,XP_018222104
SPGP0E03970,XP_018222102
SPGP0E03980,XP_018222101
SPGP0E03990,XP_018222100
SPGP0E04000,XP_018222099
SPGP0E04020,XP_018222097
SPGP0E04050,XP_018222094
SPGP0E04070,XP_018222092
SPGP0E04080,XP_018222091
SPGP0E04120,XP_018222087
SPGP0E04230,XP_018222076
SPGP0E04250,XP_018222074
SPGP0E04260,XP_018222073
SPGP0E04270,XP_018222072
SPGP0BK00140,XP_018222071
SPGP0S00100,XP_018219840
SPGP0Strna18P,DI49_4699
SPGP0S00110,XP_018219839
SPGP0S00130,XP_018219837
SPGP0S00140,XP_018219836
SPGP0S00150,XP_018219835
SPGP0S00160,XP_018219834
SPGP0S00170,XP_018219833
SPGP0S00180,XP_018219832
SPGP0S00200,XP_018219830
SPGP0S00230,XP_018219828
SPGP0S00240,XP_018219827
SPGP0S00250,XP_018219826
SPGP0S00290,XP_018219822
SPGP0S00300,XP_018219821
SPGP0S00310,XP_018219820
SPGP0S00340,XP_018219817
SPGP0S00350,XP_018219816
SPGP0S00390,XP_018219812
SPGP0S00410,XP_018219810
SPGP0S00420,XP_018219809
SPGP0S00440,XP_018219807
SPGP0S00480,XP_018219803
SPGP0S00490,XP_018219802
SPGP0S00500,XP_018219801
SPGP0S00520,XP_018219799
SPGP0S00540,XP_018219797
SPGP0S00620,XP_018219789
SPGP0S00630,XP_018219788
SPGP0S00650,XP_018219786
SPGP0S00670,XP_018219784
SPGP0S00680,XP_018219783
SPGP0Strna26L,DI49_4635
SPGP0S00720,XP_018219779
SPGP0S00730,XP_018219778
SPGP0S00740,XP_018219777
SPGP0S00750,XP_018219776
SPGP0S00780,XP_018219773
SPGP0S00790,XP_018219772
SPGP0S00810,XP_018219770
SPGP0S00820,XP_018219769
SPGP0H02290,XP_018219412
SPGP0S00860,XP_018219766
SPGP0S00870,XP_018219765
SPGP0S00910,XP_018219761
SPGP0S00920,XP_018219760
SPGP0S00960,XP_018219756
SPGP0S01000,XP_018219752
SPGP0S01010,XP_018219751
SPGP0Strna18F,DI49_4603
SPGP0S01040,XP_018219748
SPGP0S01050,XP_018219747
SPGP0S01100,XP_018219742
SPGP0S01110,XP_018219741
SPGP0S01120,XP_018219740
SPGP0S01140,XP_018219738
SPGP0S01150,XP_018219737
SPGP0S01160,XP_018219736
SPGP0S01170,XP_018219735
SPGP0S01180,XP_018219734
SPGP0S01190,XP_018219733
SPGP0S01200,XP_018219732
SPGP0S01210,XP_018219731
SPGP0S01220,XP_018219730
SPGP0S01240,XP_018219728
SPGP0S01250,XP_018219727
SPGP0S01270,XP_018219725
SPGP0S01280,XP_018219724
SPGP0S01300,XP_018219722
SPGP0S01320,XP_018219720
SPGP0S01350,XP_018219717
SPGP0S01360,XP_018219716
SPGP0S01370,XP_018219715
SPGP0S01380,XP_018219714
SPGP0S01410,XP_018219711
SPGP0S01430,XP_018219709
SPGP0S01440,XP_018219708
SPGP0S01470,XP_018219705
SPGP0S01520,XP_018219700
SPGP0S01580,XP_018219694
SPGP0S01590,XP_018219693
SPGP0S01600,XP_018219692
SPGP0S01610,XP_018219691
SPGP0S01620,XP_018219690
SPGP0S01630,XP_018219689
SPGP0S01640,XP_018219688
SPGP0S01670,XP_018219685
SPGP0S01700,XP_018219682
SPGP0S01720,XP_018219680
SPGP0S01730,XP_018219679
SPGP0S01750,XP_018219677
SPGP0S01760,XP_018219676
SPGP0S01770,XP_018219675
SPGP0S01790,XP_018219673
SPGP0S01810,XP_018219671
SPGP0S01830,XP_018219669
SPGP0S01890,XP_018219663
SPGP0S01910,XP_018219661
SPGP0S01940,XP_018219658
SPGP0S01960,XP_018219656
SPGP0S01970,XP_018219655
SPGP0S01980,XP_018219654
SPGP0S01990,XP_018219653
SPGP0S02020,XP_018219650
SPGP0S02040,XP_018219648
SPGP0S02050,XP_018219647
SPGP0S02110,XP_018219641
SPGP0S02120,XP_018219640
SPGP0S02160,XP_018219636
SPGP0S02170,XP_018219635
SPGP0S02180,XP_018219634
SPGP0S02190,XP_018219633
SPGP0S02200,XP_018219632
SPGP0S02220,XP_018219630
SPGP0S02230,XP_018219629
SPGP0S02260,XP_018219626
SPGP0S02270,XP_018219625
SPGP0S02310,XP_018219622
SPGP0S02330,XP_018219620
SPGP0S02340,XP_018219619
SPGP0S02350,XP_018219618
SPGP0S02360,XP_018219617
SPGP0S02380,XP_018219615
SPGP0S02390,XP_018219614
SPGP0A00150,XP_018220374
SPGP0H00100,XP_018219199
SPGP0B06150,XP_018224043
SPGP0B06110,XP_018224039
SPGP0B06090,XP_018224037
SPGP0B06040,XP_018224034
SPGP0B05970,XP_018224027
SPGP0B05960,XP_018224026
SPGP0B05940,XP_018224024
SPGP0B05920,XP_018224022
SPGP0C02330,XP_018220601
SPGP0B05890,XP_018224019
SPGP0B05870,XP_018224017
SPGP0B05850,XP_018224015
SPGP0B05810,XP_018224011
SPGP0B05760,XP_018224006
SPGP0B05750,XP_018224005
SPGP0B05720,XP_018224002
SPGP0B05680,XP_018223998
SPGP0B05640,XP_018223994
SPGP0B05630,XP_018223993
SPGP0B05600,XP_018223990
SPGP0B05590,XP_018223989
SPGP0B05580,XP_018223988
SPGP0B05520,XP_018223983
SPGP0B05490,XP_018223980
SPGP0B05480,XP_018223979
SPGP0B05430,XP_018223974
SPGP0B05420,XP_018223973
SPGP0B05410,XP_018223972
SPGP0F03270,XP_018220042
SPGP0B05380,XP_018223969
SPGP0B05360,XP_018223968
SPGP0B05320,XP_018223964
SPGP0B05310,XP_018223963
SPGP0B05280,XP_018223960
SPGP0B05270,XP_018223959
SPGP0B05250,XP_018223957
SPGP0B05190,XP_018223952
SPGP0B05170,XP_018223950
SPGP0B05160,XP_018223949
SPGP0B05150,XP_018223948
SPGP0B05120,XP_018223945
SPGP0B05070,XP_018223941
SPGP0B05030,XP_018223938
SPGP0B04990,XP_018223934
SPGP0B04970,XP_018223932
SPGP0B04960,XP_018223931
SPGP0B04950,XP_018223930
SPGP0Btrna3G,DI49_0567
SPGP0B04900,XP_018223925
SPGP0B04890,XP_018223924
SPGP0B04860,XP_018223922
SPGP0B04850,XP_018223921
SPGP0B04840,XP_018223920
SPGP0B04820,XP_018223918
SPGP0B04730,XP_018223912
SPGP0B04690,XP_018223908
SPGP0B04630,XP_018223903
SPGP0B04620,XP_018223902
SPGP0B04610,XP_018223901
SPGP0B04590,XP_018223899
SPGP0B04580,XP_018223898
SPGP0B04560,XP_018223896
SPGP0B04540,XP_018223894
SPGP0B04530,XP_018223893
SPGP0B04520,XP_018223892
SPGP0B04490,XP_018223889
SPGP0B04450,XP_018223885
SPGP0B04420,XP_018223883
SPGP0B04400,XP_018223881
SPGP0B04390,XP_018223880
SPGP0B04370,XP_018223878
SPGP0B04360,XP_018223877
SPGP0B04310,XP_018223872
SPGP0B04290,XP_018223870
SPGP0B04280,XP_018223869
SPGP0B04270,XP_018223868
SPGP0B04240,XP_018223865
SPGP0B04230,XP_018223864
SPGP0B04220,XP_018223863
SPGP0B04170,XP_018223858
SPGP0B04110,XP_018223852
SPGP0AQtrna33V,DI49_2588
SPGP0B04070,XP_018223848
SPGP0B04040,XP_018223845
SPGP0B04020,XP_018223843
SPGP0B04010,XP_018223842
SPGP0B04000,XP_018223841
SPGP0B03990,XP_018223840
SPGP0B03980,XP_018223839
SPGP0B03950,XP_018223836
SPGP0B03940,XP_018223835
SPGP0B03930,XP_018223834
SPGP0B03920,XP_018223833
SPGP0B03890,XP_018223830
SPGP0B03870,XP_018223828
SPGP0B03850,XP_018223826
SPGP0B03820,XP_018223823
SPGP0Btrna1E,DI49_2698
SPGP0B03800,XP_018223821
SPGP0B03790,XP_018223820
SPGP0B03750,XP_018223816
SPGP0B03740,XP_018223815
SPGP0B03720,XP_018223813
SPGP0B03710,XP_018223812
SPGP0B03690,XP_018223810
SPGP0B03680,XP_018223809
SPGP0B03640,XP_018223805
SPGP0B03620,XP_018223803
SPGP0B03550,XP_018223796
SPGP0B03520,XP_018223793
SPGP0B03510,XP_018223792
SPGP0B03480,XP_018223790
SPGP0B03460,XP_018223788
SPGP0B03440,XP_018223786
SPGP0B03430,XP_018223785
SPGP0B03400,XP_018223782
SPGP0B03390,XP_018223781
SPGP0B03380,XP_018223780
SPGP0B03370,XP_018223779
SPGP0B03360,XP_018223778
SPGP0B03340,XP_018223776
SPGP0B03330,XP_018223775
SPGP0B03320,XP_018223774
SPGP0B03290,XP_018223771
SPGP0B03250,XP_018223768
SPGP0B03230,XP_018223766
SPGP0B03220,XP_018223765
SPGP0Btrna3I,DI49_0395
SPGP0B03200,XP_018223763
SPGP0B03180,XP_018223761
SPGP0B03160,XP_018223759
SPGP0B03150,XP_018223758
SPGP0B03140,XP_018223757
SPGP0B03120,XP_018223755
SPGP0B03090,XP_018223752
SPGP0B03050,XP_018223749
SPGP0B03040,XP_018223748
SPGP0B03030,XP_018223747
SPGP0B03020,XP_018223746
SPGP0B03010,XP_018223745
SPGP0B02960,XP_018223740
SPGP0B02910,XP_018223735
SPGP0B02900,XP_018223734
SPGP0B02890,XP_018223733
SPGP0B02880,XP_018223732
SPGP0B02870,XP_018223731
SPGP0B02850,XP_018223729
SPGP0B02840,XP_018223727
SPGP0B02830,XP_018223726
SPGP0B02800,XP_018223723
SPGP0B02780,XP_018223721
SPGP0B02770,XP_018223720
SPGP0B02730,XP_018223716
SPGP0B02710,XP_018223714
SPGP0B02700,XP_018223713
SPGP0B02680,XP_018223711
SPGP0B02660,XP_018223710
SPGP0B02630,XP_018223707
SPGP0B02610,XP_018223705
SPGP0B02600,XP_018223704
SPGP0B02590,XP_018223703
SPGP0B02540,XP_018223698
SPGP0U01700,XP_018220540
SPGP0B02490,XP_018223693
SPGP0B02470,XP_018223691
SPGP0B02460,XP_018223690
SPGP0A03870,XP_018223689
SPGP0B02430,XP_018223687
SPGP0B02420,XP_018223686
SPGP0B02400,XP_018223684
SPGP0B02380,XP_018223682
SPGP0B02310,XP_018223675
SPGP0B02290,XP_018223674
SPGP0B02280,XP_018223673
SPGP0B02260,XP_018223671
SPGP0B02230,XP_018223668
SPGP0B02210,XP_018223666
SPGP0B02190,XP_018223664
SPGP0B02180,XP_018223663
SPGP0B02170,XP_018223662
SPGP0B02150,XP_018223661
SPGP0B02130,XP_018223659
SPGP0B02120,XP_018223658
SPGP0B02090,XP_018223655
SPGP0B02070,XP_018223653
SPGP0B02040,XP_018223650
SPGP0B02020,XP_018223648
SPGP0B02000,XP_018223646
SPGP0B01990,XP_018223645
SPGP0B01980,XP_018223644
SPGP0B01970,XP_018223643
SPGP0B01950,XP_018223641
SPGP0B01920,XP_018223638
SPGP0B01900,XP_018223636
SPGP0B01870,XP_018223633
SPGP0B01860,XP_018223632
SPGP0B01850,XP_018223631
SPGP0B01840,XP_018223630
SPGP0B01830,XP_018223629
SPGP0B01820,XP_018223628
SPGP0B01800,XP_018223626
SPGP0B01780,XP_018223624
SPGP0B01770,XP_018223623
SPGP0B01760,XP_018223622
SPGP0B01750,XP_018223621
SPGP0B01740,XP_018223620
SPGP0B01720,XP_018223618
SPGP0B01690,XP_018223615
SPGP0B01660,XP_018223612
SPGP0I02350,XP_018223102
SPGP0B01630,XP_018223609
SPGP0B01620,XP_018223608
SPGP0B01590,XP_018223606
SPGP0B01580,XP_018223605
SPGP0B01570,XP_018223604
SPGP0B01550,XP_018223602
SPGP0B01540,XP_018223601
SPGP0B01530,XP_018223600
SPGP0B01520,XP_018223599
SPGP0B01510,XP_018223598
SPGP0B01500,XP_018223597
SPGP0B01490,XP_018223596
SPGP0B01460,XP_018223593
SPGP0I02660,XP_018223072
SPGP0I02710,XP_018223067
SPGP0I02720,XP_018223066
SPGP0I02740,XP_018223064
SPGP0I02770,XP_018223061
SPGP0I02780,XP_018223060
SPGP0I02790,XP_018223059
SPGP0I02830,XP_018223056
SPGP0I02860,XP_018223054
SPGP0I02910,XP_018223049
SPGP0I02940,XP_018223046
SPGP0I02980,XP_018223042
SPGP0I03010,XP_018223040
SPGP0I03040,XP_018223038
SPGP0I03060,XP_018223037
SPGP0I03070,XP_018223036
SPGP0I03090,XP_018223034
SPGP0I03100,XP_018223033
SPGP0I03130,XP_018223030
SPGP0I03150,XP_018223029
SPGP0I03160,XP_018223028
SPGP0I03170,XP_018223027
SPGP0I03210,XP_018223023
SPGP0I03220,XP_018223022
SPGP0I03270,XP_018223017
SPGP0I03280,XP_018223016
SPGP0I03310,XP_018223014
SPGP0I03320,XP_018223013
SPGP0I03340,XP_018223011
SPGP0I03360,XP_018223009
SPGP0I03370,XP_018223008
SPGP0A05610,XP_018223007
SPGP0I03390,XP_018223006
SPGP0I03400,XP_018223005
SPGP0I03410,XP_018223004
SPGP0I03440,XP_018223003
SPGP0I03460,XP_018223001
SPGP0I03480,XP_018223000
SPGP0I03490,XP_018222999
SPGP0I03520,XP_018222996
SPGP0I03560,XP_018222993
SPGP0A05800,XP_018222990
SPGP0I03590,XP_018222989
SPGP0I03620,XP_018222986
SPGP0I03650,XP_018222983
SPGP0I03670,XP_018222981
SPGP0I03680,XP_018222980
SPGP0I03700,XP_018222978
SPGP0I03720,XP_018222976
SPGP0I03730,XP_018222975
SPGP0I03760,XP_018222972
SPGP0I03770,XP_018222971
SPGP0I03800,XP_018222968
SPGP0I03830,XP_018222965
SPGP0I03860,XP_018222962
SPGP0I03880,XP_018222960
SPGP0I03920,XP_018222913
SPGP0I03930,XP_018222956
SPGP0I03940,XP_018222955
SPGP0I03950,XP_018222954
SPGP0I03960,XP_018222953
SPGP0A06650,XP_018222905
SPGP0I04010,XP_018222950
SPGP0A06230,XP_018222949
SPGP0A06250,XP_018222947
SPGP0A06270,XP_018222945
SPGP0A06280,XP_018222944
SPGP0A06290,XP_018222943
SPGP0A06310,XP_018222941
SPGP0A06320,XP_018222940
SPGP0A06350,XP_018222937
SPGP0A06370,XP_018222935
SPGP0A06380,XP_018222934
SPGP0A06390,XP_018222933
SPGP0A06420,XP_018222930
SPGP0A06430,XP_018222929
SPGP0A06440,XP_018222928
SPGP0A06450,XP_018222927
SPGP0A06460,XP_018222926
SPGP0A06490,XP_018222923
SPGP0A06530,XP_018222919
SPGP0A06550,XP_018222917
SPGP0A06560,XP_018222916
SPGP0A06590,XP_018222912
SPGP0A06600,XP_018222911
SPGP0A06630,XP_018222908
SPGP0A06640,XP_018222907
SPGP0A06680,XP_018222902
SPGP0A06700,XP_018222900
SPGP0A06710,XP_018222899
SPGP0A06730,XP_018222897
SPGP0A06750,XP_018222895
SPGP0A06770,XP_018222893
SPGP0A06780,XP_018222892
SPGP0A06790,XP_018222891
SPGP0A06800,XP_018222890
SPGP0A06820,XP_018222888
SPGP0A06840,XP_018222886
SPGP0A06870,XP_018222883
SPGP0A06960,XP_018222874
SPGP0A06970,XP_018222873
SPGP0A06980,XP_018222872
SPGP0A07010,XP_018222869
SPGP0A07030,XP_018222867
SPGP0AR00110,XP_018219570
SPGP0C04350,XP_018220797
SPGP0C04340,XP_018220796
SPGP0T00170,XP_018220790
SPGP0C04270,XP_018220789
SPGP0C04250,XP_018220787
SPGP0C04190,XP_018220781
SPGP0C04150,XP_018220777
SPGP0C04140,XP_018220776
SPGP0C04130,XP_018220775
SPGP0C04110,XP_018220773
SPGP0C04100,XP_018220772
SPGP0C04090,XP_018220771
SPGP0C04050,XP_018220768
SPGP0C04020,XP_018220764
SPGP0C03990,XP_018220761
SPGP0C03970,XP_018220759
SPGP0C03960,XP_018220758
SPGP0C03900,XP_018220753
SPGP0C03850,XP_018220748
SPGP0C03840,XP_018220747
SPGP0C03820,XP_018220745
SPGP0C03810,XP_018220744
SPGP0C03790,XP_018220742
SPGP0C03780,XP_018220741
SPGP0E02400,XP_018222255
SPGP0C03750,XP_018220738
SPGP0C03730,XP_018220736
SPGP0Ctrna6R,DI49_3845
SPGP0C03710,XP_018220735
SPGP0C03700,XP_018220734
SPGP0C03680,XP_018220732
SPGP0C03660,XP_018220730
SPGP0C03630,XP_018220727
SPGP0C03580,XP_018220722
SPGP0C03570,XP_018220721
SPGP0C03530,XP_018220717
SPGP0C03520,XP_018220716
SPGP0C03460,XP_018220712
SPGP0C03440,XP_018220710
SPGP0C03430,XP_018220709
SPGP0C03400,XP_018220706
SPGP0C03380,XP_018220704
SPGP0C03370,XP_018220703
SPGP0C03360,XP_018220702
SPGP0C03350,XP_018220701
SPGP0C03300,XP_018220697
SPGP0C03290,XP_018220696
SPGP0C03260,XP_018220693
SPGP0C03250,XP_018220692
SPGP0C03240,XP_018220691
SPGP0C03210,XP_018220689
SPGP0C03160,XP_018220684
SPGP0C03150,XP_018220683
SPGP0C03140,XP_018220682
SPGP0C03120,XP_018220680
SPGP0C03100,XP_018220678
SPGP0C03070,XP_018220675
SPGP0C03050,XP_018220673
SPGP0C03030,XP_018220671
SPGP0C03010,XP_018220669
SPGP0C02990,XP_018220667
SPGP0C02980,XP_018220666
SPGP0C02970,XP_018220665
SPGP0C02960,XP_018220664
SPGP0C02900,XP_018220658
SPGP0C02890,XP_018220657
SPGP0C02880,XP_018220656
SPGP0C02850,XP_018220653
SPGP0C02840,XP_018220652
SPGP0C02820,XP_018220650
SPGP0T01610,XP_018220649
SPGP0C02800,XP_018220648
SPGP0C02790,XP_018220647
SPGP0C02780,XP_018220646
SPGP0C02770,XP_018220645
SPGP0C02760,XP_018220644
SPGP0C02740,XP_018220642
SPGP0C02710,XP_018220639
SPGP0C02700,XP_018220638
SPGP0C02690,XP_018220637
SPGP0C02680,XP_018220636
SPGP0C02660,XP_018220634
SPGP0C02640,XP_018220632
SPGP0C02560,XP_018220624
SPGP0C02550,XP_018220623
SPGP0C02540,XP_018220622
