hybrid,parentA
SPGP0R01410,YGL045W
SPGP0R01420,YGL047W
SPGP0R01430,YGL048C
SPGP0R01440,YGL049C
SPGP0R01450,YGL050W
SPGP0R01470,YGL054C
SPGP0R01480,YGL055W
SPGP0R01490,YGL056C
SPGP0R01500,YGL057C
SPGP0R01510,YGL058W
SPGP0R01520,YGL059W
SPGP0R01530,YGL060W
SPGP0R01540,YGL061C
SPGP0R01550,YGL062W
SPGP0R01560,YGL063W
SPGP0R01570,YGL064C
SPGP0R01580,YGL065C
SPGP0R01590,YGL066W
SPGP0R01600,YGL067W
SPGP0R01610,YGL068W
SPGP0R01620,YGL070C
SPGP0R01630,YGL071W
SPGP0R01640,YGL073W
SPGP0R01650,YGL075C
SPGP0R01660,YGL076C
SPGP0R01670,YGL077C
SPGP0R01680,YGL078C
SPGP0R01690,YGL079W
SPGP0R01700,YGL080W
SPGP0R01710,YGL081W
SPGP0R01720,YGL082W
SPGP0R01730,YGL083W
SPGP0R01740,YGL084C
SPGP0R01750,YGL085W
SPGP0R01760,YGL086W
SPGP0R01770,YGL087C
SPGP0R01780,YGL089C
SPGP0R01790,YGL090W
SPGP0R01800,YGL091C
SPGP0R01810,YGL092W
SPGP0R01820,YGL093W
SPGP0R01830,YGL094C
SPGP0R01840,YGL095C
SPGP0R01850,YGL096W
SPGP0R01860,YGL097W
SPGP0R01870,YGL098W
SPGP0R01880,YGL099W
SPGP0R01890,YGL100W
SPGP0R01900,YGL101W
SPGP0R01910,YGL103W
SPGP0R01920,YGL104C
SPGP0R01930,YGL105W
SPGP0R01940,YGL106W
SPGP0R01950,YGL107C
SPGP0R01960,YGL108C
SPGP0R01970,YGL110C
SPGP0R01980,YGL111W
SPGP0R01990,YGL112C
SPGP0R02000,YGL113W
SPGP0R02010,YGL114W
SPGP0R02020,YGL115W
SPGP0R02030,YGL116W
SPGP0R02040,YGL117W
SPGP0R02050,YGL119W
SPGP0R02060,YGL120C
SPGP0R02070,YGL121C
SPGP0R02080,YGL122C
SPGP0R02090,YGL123W
SPGP0R02100,YGL124C
SPGP0R02110,YGL125W
SPGP0R02120,YGL126W
SPGP0R02130,YGL127C
SPGP0R02140,YGL128C
SPGP0R02150,YGL129C
SPGP0R02160,YGL130W
SPGP0R02170,YGL131C
SPGP0R02180,YGL133W
SPGP0R02190,YGL134W
SPGP0R02210,YGL136C
SPGP0R02220,YGL137W
SPGP0R02230,YGL138C
SPGP0R02240,YGL139W
SPGP0R02250,YGL140C
SPGP0R02260,YGL141W
SPGP0R02270,YGL142C
SPGP0R02280,YGL143C
SPGP0R02290,YGL144C
SPGP0R02300,YGL145W
SPGP0R02310,YGL146C
SPGP0R02320,YGL147C
SPGP0R02330,YGL148W
SPGP0R02340,YGL150C
SPGP0R02350,YGL151W
SPGP0R02360,YGL153W
SPGP0R02370,YGL154C
SPGP0R02380,YGL155W
SPGP0R02390,YGL156W
SPGP0R02400,YGL157W
SPGP0R02410,YGL158W
SPGP0R02420,YGL159W
SPGP0R02430,YGL160W
SPGP0R02440,YGL161C
SPGP0R02450,YGL162W
SPGP0R02460,YGL163C
SPGP0R02470,YGL164C
SPGP0R02480,YGL166W
SPGP0R02490,YGL167C
SPGP0R02500,YGL169W
SPGP0R02510,YGL170C
SPGP0R02520,YGL171W
SPGP0R02530,YGL172W
SPGP0BK00140,YGL173C
SPGP0GO00100,YNR032C-A
SPGP0CS00100,YNL098C
SPGP0S01050,YLR460C
SPGP0A06990,YDL229W
SPGP0A00110,YDR541C
SPGP0A00120,YDR540C
SPGP0A00130,YDR539W
SPGP0A00140,YDR538W
SPGP0A00150,YDR536W
SPGP0A00160,YDR534C
SPGP0A00170,YDR533C
SPGP0A00180,YDR532C
SPGP0A00190,YDR531W
SPGP0A00200,YDR530C
SPGP0A00210,YDR529C
SPGP0A00220,YDR528W
SPGP0A00230,YDR527W
SPGP0A00240,YDR525W-A
SPGP0A00250,YDR524C
SPGP0A00260,YDR523C
SPGP0A00270,YDR522C
SPGP0A00280,YDR520C
SPGP0A00290,YDR519W
SPGP0A00300,YDR518W
SPGP0A00310,YDR517W
SPGP0A00320,YDR516C
SPGP0A00330,YDR515W
SPGP0A00340,YDR514C
SPGP0A00350,YDR513W
SPGP0A00360,YDR512C
SPGP0A00370,YDR511W
SPGP0A00380,YDR510W
SPGP0A00390,YDR508C
SPGP0A00400,YDR507C
SPGP0A00410,YDR506C
SPGP0A00420,YDR505C
SPGP0A00430,YDR503C
SPGP0A00440,YDR502C
SPGP0A00450,YDR501W
SPGP0A00460,YDR500C
SPGP0A00470,YDR499W
SPGP0A00480,YDR498C
SPGP0A00490,YDR497C
SPGP0A00500,YDR496C
SPGP0A00510,YDR495C
SPGP0A00520,YDR494W
SPGP0A00530,YDR493W
SPGP0A00540,YDR492W
SPGP0A00550,YDR490C
SPGP0A00560,YDR489W
SPGP0A00570,YDR488C
SPGP0A00580,YDR487C
SPGP0A00590,YDR486C
SPGP0A00600,YDR485C
SPGP0A00610,YDR484W
SPGP0A00620,YDR483W
SPGP0A00630,YDR482C
SPGP0A00640,YDR481C
SPGP0A00650,YDR480W
SPGP0A00660,YDR479C
SPGP0A00670,YDR478W
SPGP0A00680,YDR477W
SPGP0A00690,YDR476C
SPGP0A00700,YDR475C
SPGP0A00710,YDR473C
SPGP0A00720,YDR472W
SPGP0A00730,YDR471W
SPGP0A00740,YDR470C
SPGP0A00750,YDR469W
SPGP0A00760,YDR468C
SPGP0A00770,YDR466W
SPGP0A00780,YDR465C
SPGP0A00790,YDR464W
SPGP0A00800,YDR463W
SPGP0A00810,YDR462W
SPGP0A00820,YDR461C-A
SPGP0A00830,YDR461W
SPGP0A00840,YDR460W
SPGP0A00850,YDR459C
SPGP0A00860,YDR458C
SPGP0A00870,YDR457W
SPGP0A00880,YDR456W
SPGP0A00890,YDR454C
SPGP0A00900,YDR453C
SPGP0A00910,YDR452W
SPGP0A00920,YDR451C
SPGP0B05430,YDR450W
SPGP0A00940,YDR449C
SPGP0A00950,YDR448W
SPGP0A00960,YDR447C
SPGP0A00970,YDR446W
SPGP0A00980,YDR444W
SPGP0A00990,YDR443C
SPGP0A01000,YDR441C
SPGP0A01010,YDR440W
SPGP0A01020,YDR439W
SPGP0A01030,YDR438W
SPGP0A01040,YDR437W
SPGP0A01050,YDR436W
SPGP0A01060,YDR435C
SPGP0A01070,YDR434W
SPGP0A01080,YDR432W
SPGP0A01090,YDR430C
SPGP0A01100,YDR429C
SPGP0A01110,YDR428C
SPGP0A01120,YDR427W
SPGP0A01130,YDR425W
SPGP0A01140,YDR424C
SPGP0A01150,YDR423C
SPGP0A01160,YDR422C
SPGP0A01170,YDR421W
SPGP0A01180,YDR420W
SPGP0A01190,YDR419W
SPGP0A01200,YDR418W
SPGP0A01210,YDR416W
SPGP0A01220,YDR415C
SPGP0A01230,YDR414C
SPGP0A01240,YDR412W
SPGP0A01250,YDR411C
SPGP0A01260,YDR410C
SPGP0A01270,YDR409W
SPGP0A01280,YDR408C
SPGP0A01290,YDR407C
SPGP0A01300,YDR406W
SPGP0A01310,YDR405W
SPGP0A01320,YDR404C
SPGP0A01330,YDR403W
SPGP0A01340,YDR402C
SPGP0A01350,YDR400W
SPGP0A01360,YDR399W
SPGP0A01370,YDR398W
SPGP0A01380,YDR397C
SPGP0A01390,YDR395W
SPGP0A01400,YDR394W
SPGP0A01410,YDR393W
SPGP0A01420,YDR392W
SPGP0A01430,YDR391C
SPGP0A01440,YDR390C
SPGP0A01450,YDR389W
SPGP0A01460,YDR388W
SPGP0A01470,YDR387C
SPGP0A01480,YDR386W
SPGP0A01490,YOR133W
SPGP0A01500,YDR384C
SPGP0A01510,YDR383C
SPGP0A01520,YDR382W
SPGP0A01530,YDR381C-A
SPGP0A01540,YDR381W
SPGP0A01550,YDR380W
SPGP0A01560,YDR379C-A
SPGP0A01570,YDR379W
SPGP0A01580,YDR378C
SPGP0A01590,YDR377W
SPGP0A01600,YDR376W
SPGP0A01610,YDR375C
SPGP0A01620,YDR374W-A
SPGP0A01630,YDR374C
SPGP0A01640,YDR373W
SPGP0A01650,YDR372C
SPGP0A01660,YDR371W
SPGP0A01670,YDR370C
SPGP0A01680,YDR369C
SPGP0A01690,YDR368W
SPGP0A01700,YDR367W
SPGP0A01710,YDR365C
SPGP0A01720,YDR364C
SPGP0A01730,YDR363W-A
SPGP0A01740,YDR363W
SPGP0A01750,YDR362C
SPGP0A01760,YDR361C
SPGP0A01770,YDR359C
SPGP0A01780,YDR358W
SPGP0A01790,YDR357C
SPGP0A01800,YDR356W
SPGP0A01810,YDR354W
SPGP0A01820,YDR353W
SPGP0A01830,YDR352W
SPGP0A01840,YDR351W
SPGP0A01850,YDR350C
SPGP0A01860,YDR349C
SPGP0A01870,YDR348C
SPGP0A01880,YDR347W
SPGP0A01890,YDR346C
SPGP0A01910,YDR341C
SPGP0A01920,YDR339C
SPGP0A01930,YDR338C
SPGP0A01940,YDR337W
SPGP0A01950,YDR336W
SPGP0A01960,YDR335W
SPGP0A01970,YDR334W
SPGP0A01980,YDR333C
SPGP0A01990,YDR332W
SPGP0A02000,YDR331W
SPGP0A02010,YDR330W
SPGP0A02020,YDR329C
SPGP0A02030,YDR328C
SPGP0A02040,YDR326C
SPGP0A02050,YDR325W
SPGP0A02060,YDR324C
SPGP0A02070,YDR323C
SPGP0A02080,YDR322C-A
SPGP0A02090,YDR322W
SPGP0A02100,YDR321W
SPGP0A02110,YDR320C-A
SPGP0A02120,YDR320C
SPGP0A02130,YDR319C
SPGP0A02140,YDR318W
SPGP0A02150,YDR317W
SPGP0A02160,YDR316W
SPGP0A02170,YDR315C
SPGP0A02180,YDR314C
SPGP0A02190,YDR313C
SPGP0A02200,YDR312W
SPGP0A02210,YDR311W
SPGP0A02220,YDR310C
SPGP0A02230,YDR309C
SPGP0A02240,YDR308C
SPGP0A02250,YDR307W
SPGP0A02260,YDR306C
SPGP0A02270,YDR305C
SPGP0A02280,YDR304C
SPGP0A02290,YDR303C
SPGP0A02300,YDR302W
SPGP0A02310,YDR301W
SPGP0A02320,YDR300C
SPGP0A02330,YDR299W
SPGP0A02340,YDR298C
SPGP0A02350,YDR297W
SPGP0A02360,YDR296W
SPGP0A02370,YDR295C
SPGP0A02380,YDR294C
SPGP0A02390,YDR293C
SPGP0A02400,YDR292C
SPGP0A02410,YDR291W
SPGP0A02420,YDR289C
SPGP0A02430,YDR288W
SPGP0A02440,YDR287W
SPGP0A02450,YDR286C
SPGP0A02460,YDR285W
SPGP0A02470,YDR284C
SPGP0A02480,YDR283C
SPGP0A02490,YDR282C
SPGP0A02500,YDR281C
SPGP0A02510,YDR280W
SPGP0A02520,YDR279W
SPGP0A02530,YDR277C
SPGP0A02540,YDR276C
SPGP0A02550,YDR275W
SPGP0A02560,YDR273W
SPGP0A02570,YDR272W
SPGP0A02580,YDR270W
SPGP0A02590,YDR268W
SPGP0A02600,YDR266C
SPGP0A02610,YDR265W
SPGP0A02620,YDR264C
SPGP0A02630,YDR263C
SPGP0A02640,YDR262W
SPGP0A02650,YDR261C
SPGP0A02660,YDR260C
SPGP0A02670,YDR259C
SPGP0A02680,YDR258C
SPGP0A02690,YDR257C
SPGP0A02700,YDR256C
SPGP0A02710,YDR255C
SPGP0A02720,YDR254W
SPGP0A02730,YDR253C
SPGP0A02740,YDR252W
SPGP0A02750,YDR251W
SPGP0A02760,YDR249C
SPGP0A02770,YDR248C
SPGP0A02780,YDR247W
SPGP0A02790,YDR246W
SPGP0A02800,YDR245W
SPGP0A02810,YDR244W
SPGP0A02820,YDR243C
SPGP0A02830,YDR242W
SPGP0A02840,YDR240C
SPGP0A02850,YDR239C
SPGP0A02860,YDR238C
SPGP0A02870,YDR237W
SPGP0A02880,YDR236C
SPGP0A02890,YDR235W
SPGP0A02900,YDR234W
SPGP0A02910,YDR233C
SPGP0A02920,YDR232W
SPGP0A02930,YDR231C
SPGP0A02940,YDR229W
SPGP0A02950,YDR228C
SPGP0A02960,YDR227W
SPGP0A02970,YDR226W
SPGP0A02980,YDR225W
SPGP0A02990,YDR224C
SPGP0A03000,YDR223W
SPGP0A03010,YDR222W
SPGP0A03020,YDR221W
SPGP0A03030,YDR219C
SPGP0A03040,YDR218C
SPGP0A03050,YDR217C
SPGP0A03060,YDR216W
SPGP0A03070,YDR214W
SPGP0A03080,YDR213W
SPGP0A03090,YDR212W
SPGP0A03100,YDR211W
SPGP0A03110,YDR208W
SPGP0A03120,YDR207C
SPGP0A03130,YDR206W
SPGP0A03140,YDR205W
SPGP0A03150,YDR204W
SPGP0A03160,YDR202C
SPGP0A03170,YDR201W
SPGP0A03180,YDR200C
SPGP0A03190,YDR198C
SPGP0A03200,YDR197W
SPGP0A03210,YDR196C
SPGP0A03220,YDR195W
SPGP0A03230,YDR194C
SPGP0A03240,YDR192C
SPGP0A03250,YDR191W
SPGP0A03260,YDR190C
SPGP0A03270,YDR189W
SPGP0A03280,YDR188W
SPGP0A03290,YDR186C
SPGP0A03300,YDR185C
SPGP0A03310,YDR184C
SPGP0A03320,YDR183W
SPGP0A03330,YDR182W
SPGP0A03340,YDR181C
SPGP0A03350,YDR180W
SPGP0A03360,YDR179W-A
SPGP0A03370,YDR179C
SPGP0A03380,YDR178W
SPGP0A03390,YDR177W
SPGP0A03400,YDR176W
SPGP0A03410,YDR175C
SPGP0A03420,YDR174W
SPGP0A03430,YDR173C
SPGP0A03440,YDR172W
SPGP0A03450,YDR171W
SPGP0A03460,YDR170W-A
SPGP0A03470,YDR170C
SPGP0A03480,YDR169C
SPGP0A03490,YDR168W
SPGP0A03500,YDR167W
SPGP0A03510,YDR166C
SPGP0A03520,YDR165W
SPGP0A03530,YDR164C
SPGP0A03540,YDR163W
SPGP0A03550,YDR162C
SPGP0A03560,YDR161W
SPGP0A03570,YDR160W
SPGP0A03580,YDR159W
SPGP0A03590,YDR158W
SPGP0A03600,YDR156W
SPGP0A03610,YDR155C
SPGP0A03620,YDR153C
SPGP0A03630,YDR152W
SPGP0A03640,YDR151C
SPGP0A03650,YDR150W
SPGP0A03660,YDR148C
SPGP0A03670,YDR147W
SPGP0A03680,YDR146C
SPGP0A03690,YDR145W
SPGP0A03700,YDR144C
SPGP0A03710,YDR143C
SPGP0A03720,YDR142C
SPGP0A03730,YDR141C
SPGP0A03740,YDR140W
SPGP0A03750,YDR139C
SPGP0A03760,YDR138W
SPGP0A03770,YDR137W
SPGP0A03780,YDR135C
SPGP0A03790,YDR134C
SPGP0A03800,YDR132C
SPGP0A03810,YDR131C
SPGP0A03820,YDR130C
SPGP0A03830,YDR129C
SPGP0A03840,YDR128W
SPGP0A03850,YDR127W
SPGP0A03860,YDR126W
SPGP0A03870,YDR125C
SPGP0A03880,YDR124W
SPGP0A03890,YDR123C
SPGP0A03900,YDR122W
SPGP0A03910,YDR121W
SPGP0A03920,YDR120C
SPGP0A03930,YDR119W-A
SPGP0A03940,YDR119W
SPGP0A03950,YDR118W
SPGP0A03960,YDR117C
SPGP0A03970,YDR116C
SPGP0A03980,YDR115W
SPGP0A03990,YDR113C
SPGP0A04000,YDR111C
SPGP0A04010,YDR110W
SPGP0A04020,YDR109C
SPGP0A04030,YDR108W
SPGP0A04040,YDR107C
SPGP0A04050,YDR106W
SPGP0A04060,YDR105C
SPGP0A04070,YDR104C
SPGP0A04080,YDR103W
SPGP0A04090,YDR101C
SPGP0A04100,YDR100W
SPGP0A04110,YDR099W
SPGP0A04120,YDR098C
SPGP0A04130,YDR097C
SPGP0A04140,YDR096W
SPGP0A04150,YDR093W
SPGP0A04160,YDR092W
SPGP0A04170,YDR091C
SPGP0A04180,YDR090C
SPGP0A04190,YDR089W
SPGP0A04200,YDR088C
SPGP0A04210,YDR087C
SPGP0A04220,YDR086C
SPGP0A04230,YDR085C
SPGP0A04240,YDR084C
SPGP0A04250,YDR083W
SPGP0A04260,YDR082W
SPGP0A04270,YDR081C
SPGP0A04280,YDR080W
SPGP0A04290,YDR079C-A
SPGP0A04300,YDR079W
SPGP0A04310,YDR078C
SPGP0A04320,YDR077W
SPGP0A04330,YDR076W
SPGP0A04340,YDR075W
SPGP0A04350,YDR074W
SPGP0A04360,YDR073W
SPGP0A04370,YDR072C
SPGP0A04380,YDR071C
SPGP0A04390,YDR070C
SPGP0A04400,YDR069C
SPGP0A04410,YDR068W
SPGP0A04420,YDR067C
SPGP0A04430,YDR066C
SPGP0A04440,YDR065W
SPGP0A04450,YDR064W
SPGP0A04460,YDR063W
SPGP0A04470,YDR062W
SPGP0A04480,YDR061W
SPGP0A04490,YDR060W
SPGP0A04510,YDR059C
SPGP0A04520,YDR058C
SPGP0A04530,YDR057W
SPGP0A04540,YDR056C
SPGP0A04550,YDR055W
SPGP0A04560,YDR054C
SPGP0A04570,YDR052C
SPGP0A04580,YDR051C
SPGP0A04590,YDR050C
SPGP0A04600,YDR049W
SPGP0A04610,YDR047W
SPGP0A04620,YDR046C
SPGP0A04630,YDR045C
SPGP0A04640,YDR044W
SPGP0A04650,YDR043C
SPGP0A04660,YDR042C
SPGP0A04670,YDR041W
SPGP0A04680,YDR040C
SPGP0A04690,YDR037W
SPGP0A04700,YDR036C
SPGP0A04710,YDR035W
SPGP0A04720,YDR034C
SPGP0A04730,YDR033W
SPGP0A04740,YDR032C
SPGP0A04750,YDR031W
SPGP0A04760,YDR030C
SPGP0A04770,YDR028C
SPGP0A04780,YDR027C
SPGP0A04790,YDR026C
SPGP0A04810,YDR024W
SPGP0A04820,YDR023W
SPGP0A04830,YDR022C
SPGP0A04840,YDR021W
SPGP0A04850,YDR020C
SPGP0A04860,YDR019C
SPGP0A04870,YDR018C
SPGP0A04880,YDR017C
SPGP0A04890,YDR016C
SPGP0A04900,YDR014W-A
SPGP0A04910,YDR014W
SPGP0A04920,YDR013W
SPGP0A04930,YDR011W
SPGP0A04940,YDR009W
SPGP0A04950,YDR007W
SPGP0I02670,YDR006C
SPGP0A04970,YDR005C
SPGP0A04980,YDR004W
SPGP0A04990,YDR003W
SPGP0A05000,YDR002W
SPGP0A05010,YDR001C
SPGP0A05020,YDL001W
SPGP0A05030,YDL002C
SPGP0A05040,YDL003W
SPGP0A05050,YDL004W
SPGP0A05060,YDL005C
SPGP0A05070,YDL006W
SPGP0A05080,YDL007W
SPGP0A05090,YDL007C-A
SPGP0A05100,YDL008W
SPGP0A05110,YDL010W
SPGP0A05120,YDL012C
SPGP0A05130,YDL013W
SPGP0A05140,YDL014W
SPGP0A05150,YDL015C
SPGP0A05160,YDL019C
SPGP0A05170,YDL020C
SPGP0A05180,YDL021W
SPGP0A05190,YDL022W
SPGP0A05210,YDL025C
SPGP0A05220,YDL027C
SPGP0A05230,YDL028C
SPGP0A05240,YDL029W
SPGP0A05250,YDL030W
SPGP0A05260,YDL031W
SPGP0A05270,YDL033C
SPGP0A05280,YDL035C
SPGP0A05290,YDL036C
SPGP0A05300,YDL040C
SPGP0A05310,YDL042C
SPGP0A05320,YDL043C
SPGP0A05330,YDL044C
SPGP0A05340,YDL045C
SPGP0A05350,YDL045W-A
SPGP0A05360,YDL046W
SPGP0A05370,YDL047W
SPGP0A05380,YDL048C
SPGP0A05390,YDL049C
SPGP0A05400,YDL051W
SPGP0A05410,YDL052C
SPGP0A05420,YDL053C
SPGP0A05430,YDL054C
SPGP0A05440,YDL055C
SPGP0A05450,YDL056W
SPGP0A05460,YDL057W
SPGP0A05470,YDL058W
SPGP0A05480,YDL059C
SPGP0A05490,YDL060W
SPGP0A05500,YDL061C
SPGP0A05510,YDL063C
SPGP0A05520,YDL064W
SPGP0A05530,YDL065C
SPGP0A05540,YDL066W
SPGP0A05550,YDL067C
SPGP0A05560,YDL069C
SPGP0A05570,YDL070W
SPGP0A05580,YDL072C
SPGP0A05590,YDL073W
SPGP0A05600,YDL074C
SPGP0A05610,YDL075W
SPGP0A05620,YDL076C
SPGP0A05630,YDL077C
SPGP0A05640,YDL078C
SPGP0A05650,YDL080C
SPGP0A05670,YDL082W
SPGP0A05680,YDL083C
SPGP0A05690,YDL084W
SPGP0A05700,YDL085W
SPGP0A05710,YDL085C-A
SPGP0A05720,YDL086W
SPGP0A05730,YDL087C
SPGP0A05740,YDL088C
SPGP0A05750,YDL089W
SPGP0A05760,YDL090C
SPGP0A05770,YDL091C
SPGP0A05780,YDL092W
SPGP0A05790,YDL093W
SPGP0A05800,YDL095W
SPGP0A05810,YDL097C
SPGP0A05820,YDL098C
SPGP0A05830,YDL099W
SPGP0A05840,YDL100C
SPGP0A05850,YDL101C
SPGP0A05860,YDL102W
SPGP0A05870,YDL103C
SPGP0A05880,YDL104C
SPGP0A05890,YDL105W
SPGP0A05900,YDL106C
SPGP0A05910,YDL107W
SPGP0A05920,YDL108W
SPGP0A05930,YDL109C
SPGP0A05940,YDL110C
SPGP0A05950,YDL111C
SPGP0A05960,YDL112W
SPGP0A05970,YDL113C
SPGP0A05980,YDL114W
SPGP0A05990,YDL115C
SPGP0A06000,YDL116W
SPGP0A06010,YDL117W
SPGP0A06020,YDL119C
SPGP0A06030,YDL120W
SPGP0A06040,YDL121C
SPGP0A06050,YDL122W
SPGP0A06060,YDL123W
SPGP0A06070,YDL125C
SPGP0A06080,YDL126C
SPGP0A06090,YDL127W
SPGP0A06100,YDL128W
SPGP0A06110,YDL129W
SPGP0A06120,YDL130W
SPGP0A06130,YDL130W-A
SPGP0A06140,YDL131W
SPGP0A06150,YDL132W
SPGP0A06160,YDL133W
SPGP0A06170,YDL134C
SPGP0A06180,YDL135C
SPGP0A06190,YDL137W
SPGP0A06200,YDL138W
SPGP0A06210,YDL139C
SPGP0A06220,YDL140C
SPGP0A06230,YDL141W
SPGP0A06240,YDL142C
SPGP0A06250,YDL143W
SPGP0A06260,YDL144C
SPGP0A06270,YDL145C
SPGP0A06280,YDL146W
SPGP0A06290,YDL147W
SPGP0A06300,YDL148C
SPGP0A06310,YDL149W
SPGP0A06320,YDL150W
SPGP0A06330,YDL153C
SPGP0A06340,YDL154W
SPGP0A06350,YDL155W
SPGP0A06360,YDL156W
SPGP0A06370,YDL157C
SPGP0A06380,YDL159W
SPGP0A06390,YDL160C
SPGP0A06400,YDL160C-A
SPGP0A06410,YDL161W
SPGP0A06420,YDL164C
SPGP0A06430,YDL165W
SPGP0A06440,YDL166C
SPGP0A06450,YDL167C
SPGP0A06460,YDL168W
SPGP0A06470,YDL169C
SPGP0A06480,YDL170W
SPGP0A06490,YDL171C
SPGP0A06500,YDL173W
SPGP0A06510,YDL174C
SPGP0A06520,YDL175C
SPGP0A06530,YDL176W
SPGP0A06540,YDL177C
SPGP0A06550,YDL178W
SPGP0A06560,YDL179W
SPGP0A06570,YDL180W
SPGP0A06580,YDL182W
SPGP0A06590,YDL183C
SPGP0A06600,YDL185W
SPGP0A06610,YDL186W
SPGP0A06620,YDL188C
SPGP0A06630,YDL189W
SPGP0A06640,YDL190C
SPGP0A06650,YDL192W
SPGP0A06660,YDL193W
SPGP0A06670,YDL194W
SPGP0A06680,YDL195W
SPGP0A06690,YDL197C
SPGP0A06700,YDL198C
SPGP0A06710,YDL199C
SPGP0A06720,YDL200C
SPGP0A06730,YDL201W
SPGP0A06740,YDL202W
SPGP0A06750,YDL203C
SPGP0A06760,YDL204W
SPGP0A06770,YDL205C
SPGP0A06780,YDL206W
SPGP0A06790,YDL207W
SPGP0A06800,YDL208W
SPGP0A06810,YDL209C
SPGP0A06820,YDL210W
SPGP0A06830,YDL211C
SPGP0A06840,YDL212W
SPGP0A06850,YDL213C
SPGP0A06860,YDL214C
SPGP0A06870,YDL215C
SPGP0A06880,YDL216C
SPGP0A06890,YDL217C
SPGP0A06900,YDL218W
SPGP0A06910,YDL219W
SPGP0A06920,YDL220C
SPGP0A06930,YDL222C
SPGP0A06940,YDL223C
SPGP0A06950,YDL224C
SPGP0A06960,YDL225W
SPGP0A06970,YDL226C
SPGP0A06980,YDL227C
SPGP0A07000,YDL230W
SPGP0A07010,YDL231C
SPGP0A07020,YDL232W
SPGP0A07030,YDL233W
SPGP0A07040,YDL234C
SPGP0A07050,YDL235C
SPGP0A07060,YDL236W
SPGP0A07070,YDL237W
SPGP0A07080,YDL238C
SPGP0A07090,YDL239C
SPGP0A07100,YDL240W
SPGP0A07110,YDL241W
SPGP0A07120,YDL243C
SPGP0A07130,YJR156C
SPGP0A07140,YDL245C
SPGP0A07160,YJR159W
SPGP0A07170,YJR160C
SPGP0V00100,YEL073C
SPGP0A07190,YDL248W
SPGP0GY00100,YBR299W
SPGP0T00100,YLR410W
SPGP0T00110,YLR409C
SPGP0T00120,YLR408C
SPGP0T00130,YLR407W
SPGP0T00140,YLR406C
SPGP0T00150,YLR405W
SPGP0T00160,YLR404W
SPGP0T00170,YLR403W
SPGP0T00180,YLR401C
SPGP0T00190,YLR399C
SPGP0T00200,YLR398C
SPGP0T00210,YLR397C
SPGP0T00220,YLR396C
SPGP0T00230,YLR395C
SPGP0T00240,YLR394W
SPGP0T00250,YLR393W
SPGP0T00260,YLR392C
SPGP0T00270,YLR390W-A
SPGP0T00280,YLR390W
SPGP0T00290,YLR389C
SPGP0T00300,YLR388W
SPGP0T00310,YLR387C
SPGP0T00320,YLR386W
SPGP0T00330,YLR385C
SPGP0T00340,YLR384C
SPGP0T00350,YLR383W
SPGP0T00360,YLR382C
SPGP0T00370,YLR381W
SPGP0T00380,YLR380W
SPGP0T00390,YLR378C
SPGP0T00400,YLR377C
SPGP0T00410,YLR376C
SPGP0T00420,YLR375W
SPGP0T00430,YLR373C
SPGP0T00440,YLR372W
SPGP0T00450,YLR371W
SPGP0T00460,YLR370C
SPGP0T00470,YLR369W
SPGP0T00480,YLR368W
SPGP0T00500,YLR364W
SPGP0T00510,YLR363W-A
SPGP0T00520,YLR363C
SPGP0T00530,YLR362W
SPGP0T00540,YLR361C-A
SPGP0T00550,YLR361C
SPGP0T00560,YLR360W
SPGP0T00570,YLR359W
SPGP0T00580,YLR357W
SPGP0T00590,YLR356W
SPGP0T00600,YLR355C
SPGP0T00610,YLR354C
SPGP0T00620,YLR353W
SPGP0T00630,YLR352W
SPGP0T00640,YLR351C
SPGP0T00650,YLR350W
SPGP0T00660,YLR348C
SPGP0T00670,YLR347C
SPGP0T00680,YLR346C
SPGP0T00690,YLR345W
SPGP0T00700,YLR344W
SPGP0T00710,YLR343W
SPGP0T00720,YLR342W
SPGP0T00730,YLR341W
SPGP0T00740,YLR340W
SPGP0T00750,YLR337C
SPGP0T00760,YLR336C
SPGP0T00770,YLR335W
SPGP0T00780,YLR333C
SPGP0T00790,YLR332W
SPGP0T00800,YLR330W
SPGP0T00810,YLR329W
SPGP0T00830,YLR328W
SPGP0T00840,YLR327C
SPGP0T00850,YLR326W
SPGP0T00860,YLR325C
SPGP0T00870,YLR324W
SPGP0T00880,YLR323C
SPGP0T00890,YLR321C
SPGP0T00900,YLR320W
SPGP0T00910,YLR319C
SPGP0T00920,YLR318W
SPGP0T00930,YLR316C
SPGP0T00940,YLR315W
SPGP0T00950,YLR314C
SPGP0T00960,YLR313C
SPGP0T00970,YLR312W-A
SPGP0T00980,YLR312C
SPGP0T00990,YLR310C
SPGP0T01000,YLR309C
SPGP0T01010,YLR308W
SPGP0T01020,YLR307C-A
SPGP0T01030,YLR307W
SPGP0T01040,YLR306W
SPGP0T01050,YLR305C
SPGP0T01060,YLR304C
SPGP0T01070,YLR303W
SPGP0T01080,YLR301W
SPGP0T01090,YLR300W
SPGP0T01100,YLR299W
SPGP0T01110,YLR298C
SPGP0T01120,YLR297W
SPGP0T01130,YLR295C
SPGP0T01140,YLR293C
SPGP0T01150,YLR292C
SPGP0T01160,YLR291C
SPGP0T01170,YLR290C
SPGP0T01180,YLR289W
SPGP0T01190,YLR288C
SPGP0T01210,YLR287C
SPGP0T01220,YLR286C
